Year,Month,Day,Nationality,Vessel Type,Name of Vessel,Where From,Where Bound,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Direction,LAC Image #
1875,July,6,British,Propeller,Georgian,Montreal,Port Dover,No Cargo,,,,Upbound,
1875,July,6,American,Schooner,Waneetee,Toledo,Oswego,Wheat,,,,Downbound,
1875,July,6,British,Schooner,James R. Benson,Toledo,Kingston,Lumber,,,,Downbound,
1875,July,6,American,Barkentine,Montgomery,Toledo,Clayton,Lumber,,,,Downbound,
1875,July,6,American,Schooner,M. Capron,Toledo,Oswego,Wheat,,,,Downbound,
1875,July,6,British,Barkentine,British Lion,Toledo,Kingston,Timber,,,,Downbound,
1875,July,7,British,Schooner,George Thurston,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,7,British,Schooner,Agnes Hope,Hamilton,Ashtabula,No Cargo,,,,Upbound,
1875,July,7,British,Propeller,Dominion,Duluth,Montreal,Wheat,,,,Downbound,
1875,July,7,British,Scow,P. McCoy,St. Catharines,Welland,No Cargo,,,,Upbound,
1875,July,7,American,Schooner,J.D. Barker,Charlotte,Chicago,Coal,,,,Upbound,
1875,July,7,British,Barkentine,Cecelia,Romney,Collins Bay,Lumber,,,,Upbound,
1875,July,7,British,Schooner,Two Brothers,St. Catharines,Cleveland,No Cargo,,,,Upbound,
1875,July,7,American,Schooner,Smith and Post,Detroit,Oswego,Wheat,,,,Downbound,
1875,July,7,British,Schooner,Union Jack,Kingston,Cleveland,No Cargo,,,,Upbound,
1875,July,7,British,Schooner,W.Y. Emery ,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,7,British,Schooner,New Dominion,Kincardine,Kingston,Wheat,,,,Downbound,
1875,July,7,British,Schooner,Pride of America,Big Creek,Port Metcalf,Timber,,,,Downbound,
1875,July,8,American,Schooner,Guiding Star,Fair Haven,Toledo,Coal,,,,Upbound,
1875,July,8,American,Scow,Blue Boat,Dunkirk,Wilson,Timber,,,,Downbound,
1875,July,8,British,Schooner,Marysburg,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,8,British,Schooner,Annandale,St. Catharines,Port Colborne,No Cargo,,,,Downbound,
1875,July,8,British,Schooner,Ariadne,Port Dalhousie,Cleveland,No Cargo,,,,Upbound,
1875,July,8,British,Schooner,Gulnair,Hamilton,Cleveland,No Cargo,,,,Upbound,
1875,July,8,British,Schooner,Eliza Allen,Toronto,Port Colborne,No Cargo,,,,Upbound,
1875,July,8,British,Schooner,Ontario,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,8,British,Schooner,New Dominion,Kingston,Port Colborne,No Cargo,,,,Upbound,
1875,July,8,British,Schooner,Mary Grover,Toronto,Buffalo,Scrap Iron,,,,Upbound,
1875,July,8,British,Schooner,Anna Mulvey,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,8,British,Schooner,Sylvester Neelon,Collins Bay,Port Colborne,No Cargo,,,,Upbound,
1875,July,8,American,Schooner,Blue Boat,Port Dalhousie,Dunkirk,No Cargo,,,,Upbound,
1875,July,9,British,Schooner,Alexander,Bay City,Kingston,Timber,,,,Downbound,
1875,July,9,American,Schooner,J. Martin,St. Catharines,Bay City,No Cargo,,,,Upbound,
1875,July,9,British,Schooner,Siberia,Kingston,Bay City,No Cargo,,,,Upbound,
1875,July,9,British,Schooner,Dundee,Kingston,Cleveland,Iron Ore,,,,Upbound,
1875,July,9,British,Scow,Mary Jane,Port Dalhousie,Port Maitland,No Cargo,,,,Upbound,
1875,July,9,British,Schooner,W.J. Suffle,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,9,British,Schooner,President,Port Maitland,Port Dalhousie,Wood,,,,Downbound,
1875,July,9,British,Schooner,Argo,Toronto,Port Colborne,Merchandise,,,,Upbound,
1875,July,9,American,Schooner,G. Whitney,Ogdensburg,Buffalo,Iron Ore,,,,Upbound,
1875,July,9,British,Schooner,David M. Foster,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,9,British,Schooner,Annie Falconer,Hamilton,Cleveland,Scrap Iron,,,,Upbound,
1875,July,10,British,Schooner,H.B. Rathburn,Toronto,Buffalo,R.R. Iron,,,,Upbound,
1875,July,10,British,Schooner,Mary Lydia,Kingsville,Port Dalhousie,Oats,Lumber,,,Downbound,
1875,July,10,British,Schooner,Bermuda ,Leamington,Oshawa,Wood,,,,Downbound,
1875,July,10,British,Schooner,Ella Murton,Hamilton,Cleveland,No Cargo,,,,Upbound,
1875,July,10,British,Propeller,Alma Munro,Montreal,Toledo,General cargo,,,,Upbound ,
1875,July,10,British,Barkentine,London,Toledo,Kingston,Timber,,,,Downbound,
1875,July,10,British,Propeller,R.W. Standley,Toledo,Montreal,Corn,,,,Downbound,
1875,July,12,British,Schooner,Tradewind,St. Catharines,Cleveland,No Cargo,,,,Upbound,
1875,July,12,American,Schooner,Willie Keller,Oswego,Cleveland,Hay,,,,Upbound,
1875,July,12,American ,Schooner,Belle Sheridan,Sodus Point,Toledo,Coal,,,,Upbound,
1875,July,12,American,Schooner,Mediterranean,Sodus Point,Toledo,Coal,,,,Upbound ,
1875,July,12,British,Schooner,China,Kingston,Bay City,No Cargo,,,,Upbound ,
1875,July,12,British,Schooner,East,Montreal ,Thorold,No Cargo,,,,Upbound,
1875,July,12,British,Schooner,Alpha,Ashtabula,Toronto,Coal,,,,Downbound,
1875,July,12,British,Barkentine,Bessie Barwick,Port Metcalf ,Windsor,No Cargo,,,,Upbound ,
1875,July,12,British,Schooner,W.Y. Emery,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,12,British,Schooner,Undine,Cleveland,Hamilton,Coal,Stone,,,Downbound,
1875,July,12,British,Barge,Clinton,Montreal,Port Colborne,General Cargo,,,,Upbound,
1875,July,12,American ,Schooner,C.B. Windiate,Milwaukee,Kingston,Wheat,,,,Downbound,
1875,July,12,British ,Barge,Grimsby,Montreal,Port Colborne,R.R. Iron,,,,Upbound,
1875,July,12,British,Barkentine,Mary Merritt,Bay City ,Kingston,Stone,,,,Downbound,
1875,July,12,British ,Schooner,Starling ,Cleveland ,Toronto,Coal,,,,Downbound ,
1875,July,12,American,Schooner,Wabash,Milwaukee,Ogdensburg ,Wheat,,,,Downbound ,
1875,July,12,British ,Schooner,Albatross,Cleveland,Port Hope,Coal,,,,Downbound,
1875,July,12,British,Schooner,Queen of the Lakes,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,12,British ,Schooner,Lilly Hamilton,Cleveland ,Brockville,Coal,,,,Downbound,
1875,July,12,British ,Schooner,A. Muir,Lake Erie Shore ,Port Dalhousie,Timber,,,,Downbound,
1875,July,12,British,Schooner,Antelope,Romney,Port Dalhousie,Timber,,,,Downbound,
1875,July,12,British,Schooner,Louisa,Pigeon Bay,Kingston,Timber,,,,Downbound,
1875,July,12,British ,Propeller,Scotia,Duluth,Montreal,Wheat,,,,Downbound,
1875,July,12,British ,Propeller,Georgian,Toledo,Montreal,Corn,,,,Downbound ,
1875,July,12,British,Barge,Victoria,Welland,Toronto,Wood,,,,Downbound,
1875,July,13,American,Schooner,J. R. Noyes,Oswego,Chicago,Coal,,,,Upbound,
1875,July,13,American,Schooner,W.B. Phelps,Oswego,Milwaukee,Coal,,,,Upbound,
1875,July,13,British,Schooner,Albacore,Black River,Prescott ,Coal,,,,Downbound,
1875,July,13,British,Schooner,Gladstone,Cleveland ,Toronto,Coal,,,,Downbound,
1875,July,13,British ,Schooner,Jane C. Woodruff,Pigeon Bay,Clayton,Timber,,,,Downbound,
1875,July,13,British,Schooner,St. Andrew,Cleveland,Toronto,Coal,,,,Downbound ,
1875,July,13,American,Schooner,America,Cheboygan,Kingston,Timber,,,,Downbound,
1875,July,13,British,Propeller,East,Thorold,Montreal,Flour,,,,Downbound,
1875,July,13,British,Schooner,James N. Carter,Cleveland,Port Hope,General Cargo,,,,Downbound,
1875,July,13,American ,Schooner,Gerritt Smith,Chicago,Ogdensburg ,Corn,,,,Downbound,
1875,July,13,British ,Propeller,Canada,Kingston,Fort William,R.R. Iron,,,,Upbound ,
1875,July,13,British,Schooner,Ellen Theresa ,Cleveland,Port Hope,Coal,,,,Downbound,
1875,July,13,British ,Schooner,Anna Mulvey,Toronto,Ashtabula,No Cargo,,,,Upbound,
1875,July,13,British,Schooner,Lady Macdonald,Kingston,Port Colborne,No Cargo,,,,Upbound,
1875,July,13,British,Schooner,J. Walters,Kingston,Cleveland,Iron Ore, ,,,Upbound,
1875,July,13,British,Schooner,James R. Benson,Collins Bay,Toledo,No Cargo, ,,,Upbound,
1875,July,13,American,Schooner,Groton,Cheboygan,Kingston,Timber, ,,,Downbound,
1875,July,13,British,Schooner,Gleniffer,Bay City ,Collins Bay,Timber, ,,,Downbound,
1875,July,13,British,Schooner,Wave Crest,Cleveland ,Toronto,Coal, ,,,Downbound ,
1875,July,13,British,Schooner,Bismark,Kingston,Toledo,No Cargo, ,,,Upbound ,
1875,July,13,American ,Schooner,Miami Belle,Toledo,Oswego,Wheat,,,,Downbound,
1875,July,13,British,Schooner,Oriental,Toledo,Kingston,Timber,,,,Downbound ,
1875,July,13,British,Schooner,Augusta,Toledo,Kingston,Timber, ,,,Downbound,
1875,July,13,British,Schooner,Canada,Toledo,Collins Bay,Timber, ,,,Downbound,
1875,July,13,American,Schooner,Mary Lyon,Charlotte,Chicago,Coal,,,,Upbound ,
1875,July,14,American,Schooner,M. Capron,Oswego,Detroit,Cement,Salt,,,Upbound,
1875,July,14,American,Schooner,Cummings,Oswego,Milwaukee,Coal,,,,Upbound,
1875,July,14,British,Schooner,Manzanilla,Duncan City,Clayton,Timber, ,,,Downbound,
1875,July,14,British,Schooner,Erie Belle,Kincardine,Kingston,Wheat, ,,,Downbound,
1875,July,14,American,Schooner,Havana,Chicago,Kingston,Wheat, ,,,Downbound,
1875,July,14,British,Schooner,Bermuda,Oshawa,Leamington,No Cargo, ,,,Upbound,
1875,July,14,American,Tug,P. Byer,Buffalo,Port Dalhousie,No Cargo, ,,,Downbound,
1875,July,14,American,Schooner,Smith and Post,Rochester,Detroit,Coal, ,,,Upbound,
1875,July,14,British,Barkentine,British Lion,Kingston,Traverse City,No Cargo, ,,,Upbound,
1875,July,14,British,Schooner,James Norris,Cleveland,Toronto,Coal, ,,,Downbound,
1875,July,14,British,Schooner,Alpha,Toronto,Cleveland,Scrap Iron, ,,,Upbound,
1875,July,14,British,Propeller,Ocean,Montreal,St. Catharines,R.R. Iron, ,,,Upbound,
1875,July,14,British,Schooner,Pacific,Chicago,Cork Ireland,Tins,Bones,,,Downbound,
1875,July,14,American,Schooner,H. Fitzhugh,Milwaukee,Kingston,Wheat, ,,,Downbound,
1875,July,14,British,Schooner,Sweden,Bay City,Kingston,Timber,,,,Downbound,
1875,July,14,British,Barge,President,Port Dalhousie,Marshville,No Cargo,,,,Upbound,
1875,July,14,British,Schooner,Two Friends,Black River,Kingston,Coal,,,,Downbound,
1875,July,14,American,Schooner,Jamaica,Milwaukee,Kingston,Wheat,,,,Downbound,
1875,July,14,British,Barkentine,Cavalier,Cheboygan,Collins Bay,Timber,,,,Downbound,
1875,July,14,British,Schooner,Robert Gaskin,Garden Island,Kingston,Timber,,,,Downbound,
1875,July,14,British,Schooner,Victor,Bay City,Kingston,Staves,,,,Downbound,
1875,July,14,British,Propeller,California,Duluth,Kingston,Wheat,,,,Downbound,
1875,July,15,British,Schooner,Almeda,Ogdensburg,Cleveland,Iron Ore,,,,Upbound,
1875,July,15,British,Schooner,Marysburg,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,15,British,Schooner,Agnes Hope,Ashtabula,Hamilton,Coal,,,,Downbound,
1875,July,15,British,Schooner,E.H. Rutherford,Bay City,Kingston,Staves,,,,Downbound,
1875,July,15,American,Schooner,Itasca,Milwaukee,Oswego,Wheat,,,,Downbound,
1875,July,15,American,Schooner,White Cloud,Milwaukee,Kingston,Wheat,,,,Downbound,
1875,July,15,British,Schooner,J.G. McGrath,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,15,British,Schooner,A. Muir,Port Dalhousie,Leamington,No Cargo,,,,Upbound,
1875,July,15,British,Propeller,Lake Erie,Duluth,Montreal,Wheat,,,,Downbound,
1875,July,15,British,Schooner,Queen of the Lakes,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,15,British,Propeller,Columbia,Duluth,Montreal,Wheat,,,,Downbound,
1875,July,15,British,Propeller,City of Montreal,Montreal,Duluth,Less Cargo,,,,Upbound,
1875,July,15,American,Barkentine,Montgomery,Clayton,Bay City,No Cargo,,,,Upbound,
1875,July,16,American,Schooner,Canton,Oswego,Detroit,Coal,,,,Upbound,
1875,July,16,British,Schooner,New Dominion,Oswego,Goderich,Coal,,,,Upbound,
1875,July,16,American,Schooner,Belle Mitchell,Sodus Point,Chicago,Coal,,,,Upbound,
1875,July,16,American,Schooner,H. Watt,Kingston,Bay City,No Cargo,,,,Upbound,
1875,July,16,British,Schooner,Undine,Hamilton,Cleveland,Pig Iron,,,,Upbound,
1875,July,16,British,Schooner,Antelope,Port Dalhousie,Lake Erie Shore,No Cargo,,,,Upbound,
1875,July,16,British,Propeller,Dominion,Montreal,St. Catharines,R.R. Iron,,,,Upbound,
1875,July,16,British,Schooner,Starling,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,16,British,Schooner,Wave Crest,Toronto,Ashtabula,No Cargo,,,,Upbound,
1875,July,16,British,Propeller,Lake Ontario,Montreal,Port Colborne,General Cargo,,,,Upbound,
1875,July,16,American,Barge,William Case,Bay City,Oswego,Lumber,,,,Downbound,
1875,July,16,American,Schooner,Sea Gull,Charlotte,Toledo,Coal,,,,Upbound,
1875,July,16,American,Schooner,Knight Templar,Charlotte,Milwaukee,Coal,,,,Upbound,
1875,July,16,British,Schooner,Gladstone,Toronto,Port Colborne,No Cargo,,,,Upbound,
1875,July,16,American,Schooner,M.F. Merrick,Point Barte,Clayton,Staves,,,,Downbound,
1875,July,16,British,Schooner,Mary Lydia,Port Dalhousie,Kingsville,Bran,,,,Upbound,
1875,July,17,American,Schooner,M. Bond,Oswego,Detroit,Coal,,,,Upbound,
1875,July,17,British,Schooner,Waneetee,Sodus Point,Toledo,Coal,,,,Upbound,
1875,July,17,British,Schooner,R. Morwood,Milwaukee,Kingston,Wheat,,,,Downbound,
1875,July,17,British,Schooner,Ontario,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,17,British,Schooner,Pride of America,Kingston,Bay City,No Cargo,,,,Upbound,
1875,July,17,British,Schooner,Union Jack,Cleveland,Belleville,Coal,,,,Downbound,
1875,July,17,British,Schooner,Marysburg,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,17,British,Schooner,Marion L. Breck,Cleveland,Brockville,Coal,,,,Downbound,
1875,July,17,British,Schooner,Azov,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,17,British,Schooner,Erie Stewart,Toronto,Buffalo,Old Iron,,,,Upbound,
1875,July,17,British,Barkentine,Thomas Clark Street,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,17,British,Schooner,Norway,Bay City,Kingston,Staves,,,,Downbound,
1875,July,17,British,Schooner,Gulnair,Cleveland,Hamilton,Coal,,,,Downbound,
1875,July,17,American,Schooner,Fleet Wing,Bay City,Wilson,Lumber,,,,Downbound,
1875,July,17,American,Schooner,Watchful,Cleveland,Prescott,Coal ,Stone,,,Downbound,
1875,July,17,British,Schooner,Ariadne,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,17,British,Scow,Mary Jane,Port Maitland,Port Dalhousie,Fir Wood,,,,Downbound,
1875,July,17,American,Schooner,Hammond,Milwaukee,Cape Vincent,Wheat,,,,Downbound,
1875,July,17,American,Schooner,Cortez,Milwaukee,Oswego,Wheat,,,,Downbound,
1875,July,17,British,Brigantine,H. Roney,Toledo,Kingston,Timber,,,,Downbound,
1875,July,17,British,Propeller,Alma Munro,Toledo,Montreal,General Cargo,,,,Downbound,
1875,July,17,American,Schooner,Jennie White,Toledo,Oswego,Wheat,,,,Downbound,
1875,July,19,American,Schooner,Montmorency,Forrester,Clayton,Timber,,,,Downbound,
1875,July,19,American,Yacht,*Not Listed,Buffalo,Port Dalhousie,No Cargo,,,,Upbound,
1875,July,19,British,Schooner,Acacia,Kingston,Cleveland,Iron Ore,,,,Upbound,
1875,July,19,American,Schooner,L. Ellsworth,Oswego,Chicago,Coal,,,,Upbound,
1875,July,19,American,Schooner,Orient,Oswego,Chicago,Coal,,,,Upbound,
1875,July,19,American,Schooner,Miami Belle,Oswego,Toledo,Coal,,,,Upbound,
1875,July,19,American,Schooner,Elvina,Sodus Point,Cleveland,Coal,,,,Upbound,
1875,July,19,American,Schooner,Montblanc,Charlotte,Chicago,Coal,,,,Upbound,
1875,July,19,British,Scow,Sky Lark,Port Dalhousie,Marshville,No Cargo,,,,Upbound,
1875,July,19,British,Schooner,G.G. McGrath,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,19,American,Schooner,Jennie Mathews,Chicago,Kingston,Corn,,,,Downbound,
1875,July,19,American,Schooner,John Wesley,Cape Vincent,Black Rock,Iron Ore,,,,Upbound,
1875,July,19,American,Schooner,Hartford,Chicago,Kingston,Corn,,,,Downbound,
1875,July,19,British,Schooner,Erie Queen,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,19,British,Propeller,Scotia,Montreal,Chicago,General Cargo,,,,Upbound,
1875,July,19,American,Barkentine,Winona,Chicago,Kingston,Corn,,,,Downbound,
1875,July,19,British,Schooner,James Norris,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,19,British,Schooner,Jane C. Woodruff,Clayton,St. Catharines,No Cargo,,,,Upbound,
1875,July,19,American,Schooner,West Side,Milwaukee,Kingston,Wheat,,,,Downbound,
1875,July,19,British,Schooner,Dauntless,Toronto,Port Dover,No Cargo,,,,Upbound,
1875,July,19,American,Schooner,Hoboken,Milwaukee,Oswego,Wheat,,,,Downbound,
1875,July,19,British,Schooner,Louisa,Clayton,Windsor,No Cargo,,,,Upbound,
1875,July,19,British,Schooner,Celia Jeffrey,Cleveland,St. Catharines,Coal,,,,Downbound,
1875,July,19,British,Schooner,Star,Brockville,Port Colborne,No Cargo,,,,Upbound,
1875,July,19,American,Schooner,G. Jenkins,Chicago,Kingston,Wheat,,,,Downbound,
1875,July,19,American,Schooner,Penokee,Ogdensburg,Cleveland,Iron Ore,,,,Upbound,
1875,July,19,American,Schooner,Blazing Star,Detroit,Oswego,Wheat,,,,Downbound,
1875,July,19,American,Schooner,City of Green Bay,Milwaukee,Kingston ,Wheat,,,,Downbound,
1875,July,19,American,Schooner,T. Bigler,Milwaukee,Kingston ,Wheat,,,,Downbound,
1875,July,19,British,Schooner,William Elgin,Kingston,Ashtabula,Iron Ore,,,,Upbound,
1875,July,19,British,Schooner,Huron,Black River,Prescott,Coal,,,,Downbound,
1875,July,19,British,Propeller,Bruno,Chatham,Montreal,General Cargo,,,,Downbound,
1875,July,19,British,Schooner,Agnes Hope,Hamilton,Ashtabula,No Cargo,,,,Upbound,
1875,July,19,British,Propeller,Georgian,St. Catharines,Toledo,Let H W Goods,,,,Upbound,
1875,July,19,British,Schooner,Augusta,Kingston,Bay City,No Cargo,,,,Upbound,
1875,July,19,American,Schooner,American,Kingston,Chicago,fr Ao Cargo,,,,Upbound,
1875,July,19,British,Schooner,Annie Mulvey,Ashtabula,Toronto,Coal,,,,Downbound,
1875,July,20,British,Schooner,Erie Belle,Oswego,Milwaukee,Coal,,,,Upbound,
1875,July,20,British,Schooner,Ella Murton,Cleveland,Hamilton,Coal,,,,Downbound,
1875,July,20,British,Barkentine,Enterprise,Cleveland,Brockville,Coal,,,,Downbound,
1875,July,20,American,Steamer,Haze,Buffalo,Ogdensburg,Lighthouse Supplies,,,,Downbound,
1875,July,20,British,Barkentine,J. Russell,Big Creek,Collins Bay,Timber,,,,Downbound,
1875,July,20,British,Schooner,Manzanilla,Kingston,Bay City,No Cargo,,,,Upbound,
1875,July,20,British,Barkentine,Mary Merritt,Collins Bay,Bay City,No Cargo,,,,Upbound,
1875,July,20,British,Barge,Hiram Benson,Big Creek,Collins Bay,Timber,,,,Downbound,
1875,July,20,British,Schooner,Montpellier,Milwaukee,Kingston ,Wheat,,,,Downbound,
1875,July,20,British,Schooner,Clara Youell,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,20,British,Schooner,Elgin,Milwaukee,Kingston ,Wheat,,,,Downbound,
1875,July,20,British,Propeller,Columbia,Kingston,Duluth,R.R. Iron,,,,Upbound,
1875,July,20,American,Schooner,Republic,Bay City,Clayton,Timber,,,,Downbound,
1875,July,20,British,Barkentine,G. Manley,Big Creek,Collins Bay,Timber,,,,Downbound,
1875,July,20,British,Tug,Metamora,Big Creek,Collins Bay,No Cargo,,,,Downbound,
1875,July,20,British,Propeller,Argyle,Wallaceburg,Quebec,General Cargo,,,,Downbound,
1875,July,21,British,Schooner,Cornelia B. Windiate,Oswego,Chicago,Coal,,,,Upbound,
1875,July,21,British,Schooner,Sylvester Neelon,Bay City,Kingston,Timber,,,,Downbound,
1875,July,21,British,Schooner,Southampton,Bay City,Kingston,Timber,,,,Downbound,
1875,July,21,British,Schooner,T.Y. Emery,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,21,British,Schooner,David M. Foster,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,21,British,Schooner,Anna M. Foster,Toronto,Port Colborne,No Cargo,,,,Upbound,
1875,July,21,American,Schooner,Japan,Toronto,Toledo,Coal,,,,Upbound,
1875,July,21,British,Schooner,Ontario,Charlotte,Port Colborne,No Cargo,,,,Upbound,
1875,July,21,British,Schooner,Ayr,Bay City,Kingston,Timber,,,,Downbound,
1875,July,21,American,Schooner,Daniel Lyons,Chicago,Oswego,Corn,,,,Downbound,
1875,July,21,British,Schooner,Canada,Collins Bay,Toledo,No Cargo,,,,Upbound,
1875,July,21,American,Schooner,Cossack,Charlotte,Chicago,Coal,,,,Upbound,
1875,July,21,British,Schooner,Alexander ,Collins Bay,Bay City,No Cargo,,,,Upbound,
1875,July,21,American,Schooner,Montana,Bay City,Clayton,Timber,,,,Downbound,
1875,July,21,British,Propeller,Europe,Duluth,Montreal,Wheat,,,,Downbound,
1875,July,21,American,Schooner,William Young,Ashtabula,Charlotte,Iron Ore,,,,Downbound,
1875,July,21,British,Schooner,Ellen Theresa ,Port Hope,Port Colborne,No Cargo,,,,Upbound,
1875,July,21,British,Schooner,Anna Craig ,Cheboygan,Kingston,Timber,,,,Downbound,
1875,July,21,British,Propeller,California,Kingston,Duluth,R.R. Iron,,,,Upbound,
1875,July,21,American,Schooner,Guiding Star,Toledo,Oswego,Wheat,,,,Downbound,
1875,July,22,American,Schooner,M. Williams,Fair Haven,Chicago,Coal, ,,,Upbound,
1875,July,22,American,Schooner,Havana,Oswego,Chicago,Coal, ,,,Upbound,
1875,July,22,American,Schooner,William I. Preston,Sodus Point,Chicago,Coal,,,,Upbound,
1875,July,22,British,Schooner,Laura,Milwaukee ,Kingston,Wheat, ,,,Downbound,
1875,July,22,British,Schooner,Wave Crest,Ashtabula,Toronto,Coal, ,,,Downbound,
1875,July,22,American,Schooner,Walter H. Oades,Erie,Oswego,Coal, ,,,Downbound,
1875,July,22,American,Schooner,Garrett Smith,Charlotte,Chicago,Coal, ,,,Upbound,
1875,July,22,American,Schooner,Jamaica,Charlotte,Chicago,Coal, ,,,Upbound,
1875,July,22,British,Schooner,Starling,Cleveland,Toronto,Coal, ,,,Downbound,
1875,July,22,British,Schooner,Fearless,Toronto,Cleveland,No Cargo, ,,,Upbound,
1875,July,22,British,Schooner,Queen of the Lakes,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,22,American,Schooner,Wabash,Charlotte,Chicago,Coal,,,,Upbound,
1875,July,22,American,Schooner,Chance Ames,Milwaukee ,Kingston,Wheat,,,,Downbound,
1875,July,22,British,Schooner,Two Brothers,Oshawa,Cleveland,No Cargo,,,,Upbound,
1875,July,22,British,Schooner,New Dominion,Port Elgin,Kingston,Wheat,,,,Downbound,
1875,July,22,British,Schooner,Robert Gaskin,Kingston,Two Hearted River,No Cargo,,,,Upbound,
1875,July,23,American,Schooner,Itasca,Oswego,Sandusky,Salt,,,,Upbound,
1875,July,23,American,Schooner,White Cloud,Oswego,Chicago,Coal,,,,Upbound,
1875,July,23,British,Schooner,Anglo Saxon,Black River,Kingston,Timber,,,,Downbound,
1875,July,23,British,Schooner,Sligo,Bay City,Port Metcalf,Timber,,,,Downbound,
1875,July,23,British,Schooner,Gleniffer,Collins Bay,Bay City,No Cargo,,,,Upbound,
1875,July,23,British,Schooner,Annie Mulvey,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,23,British,Schooner,Ella Murton,Hamilton,Cleveland,No Cargo,,,,Upbound,
1875,July,23,British,Schooner,T.R. Merritt,Big Creek,Collins Bay,Timber,,,,Downbound,
1875,July,23,British,Scow,Mary Jane,Port Dalhousie ,Stromness,No Cargo,,,,Upbound,
1875,July,23,British,Schooner,Marysburg,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,23,British,Schooner,Alpha,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,23,British,Barkentine,Thomas Clark Street,Toronto,Port Colborne,No Cargo,,,,Upbound,
1875,July,23,British,Schooner,Siberia,Bay City,Kingston,Timber,,,,Downbound,
1875,July,23,British,Schooner,Sweden ,Kingston,Toledo,No Cargo,,,,Upbound,
1875,July,23,American,Schooner,L.L. Lamb,Detroit,Oswego,Wheat,,,,Downbound,
1875,July,23,British,Schooner,Bermuda,Leamington,Oshawa,Wood,,,,Downbound,
1875,July,23,British,Schooner,H.B. Rathburn,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,23,American,Schooner,Florida,Chicago,Kingston,Wheat,,,,Downbound,
1875,July,23,American,Schooner,Reindeer,Chicago,Ogdensburg,Corn,,,,Downbound,
1875,July,23,British,Schooner,George Thurston,Toronto,Port Colborne,No Cargo,,,,Upbound,
1875,July,23,American,Schooner,Nevada,Chicago,Kingston,Wheat,,,,Downbound,
1875,July,23,British,Schooner,Pandora,Toledo,Kingston,Corn,,,,Downbound,
1875,July,23,British,Schooner,Sylvester Neelon,Wheatley,Collins Bay,Timber,,,,Downbound,
1875,July,24,American,Schooner,Blazing Star,Oswego,Detroit,Coal,,,,Upbound,
1875,July,24,American,Schooner,Hoboken,Oswego,Chicago,Coal,,,,Upbound,
1875,July,24,American,Schooner,Graton,Oswego,Chicago,Coal,,,,Upbound,
1875,July,24,American,Schooner,Madeira,Chicago,Kingston,Wheat,,,,Downbound,
1875,July,24,British,Schooner,Gladstone,Cleveland,Toronto,Coal,,,,Downbound,
1875,July,24,British,Schooner,St. Lawrence,Big River,Kingston,Timber,,,,Downbound,
1875,July,24,British,Propeller,Alma Munro,Montreal,Toledo,Salt,,,,Upbound,
1875,July,24,British,Schooner,J.Y. Emery,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,24,British,Barkentine,Cavalier,Kingston,Sheboygan,No Cargo,,,,Upbound,
1875,July,24,British,Steamer,Scotia,Hamilton,Windsor,No Cargo,,,,Upbound,
1875,July,24,British,Schooner,Erie Queen,Toronto,Port Colborne,No Cargo,,,,Upbound,
1875,July,24,British,Schooner,Starling,Toronto,Cleveland,No Cargo,,,,Upbound,
1875,July,24,British,Schooner,Magellan,Bay City,Kingston,Timber,,,,Downbound,
1875,July,24,American,Schooner,Trinidad,Chicago,Kingston,Wheat,,,,Downbound,
1875,July,24,American,Schooner,E.M. Davidson,Milwaukee,Kingston,Wheat,,,,Downbound,
1875,July,24,American,Schooner,C.A. King,Chicago,Kingston,Corn,,,,Downbound,
1875,July,24,American,Schooner,Lillie Parsons,Chicago,Kingston,Wheat,,,,Downbound,
